Unnamed: 0,Artist,Track,Danceability,Energy,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Total_Views_Stream
2124,Mötley Crüe,Looks That Kill,0.485,0.949,0.0404,0.00327,0.00631,0.115,0.742,0.5194609986631585,84352471.0
2125,Mötley Crüe,Same Ol' Situation (S.O.S.),0.498,0.984,0.128,0.0363,2.96e-05,0.11,0.258,0.645635376072253,78109822.0
2126,Mötley Crüe,Smokin' In The Boys Room,0.391,0.938,0.0792,0.00177,1.06e-06,0.247,0.654,0.4767952915884938,54811592.0
2127,Alice In Chains,Would? (2022 Remaster),0.305,0.833,0.0398,0.000327,2.36e-05,0.091,0.586,-0.671972120493826,364415568.0
2128,Alice In Chains,Man in the Box,0.355,0.791,0.0453,0.00045,0.0,0.0969,0.758,-0.4789975577202057,422211356.0
2129,Alice In Chains,Nutshell,0.384,0.561,0.0296,0.373,0.253,0.0775,0.159,0.5249967391380355,157384117.0
2130,Alice In Chains,Rooster (2022 Remaster),0.271,0.551,0.0272,0.0307,0.000581,0.118,0.2,0.7870330397872599,259319830.0
2131,Alice In Chains,Them Bones (2022 Remaster),0.159,0.946,0.0629,0.0235,8.06e-06,0.387,0.309,1.4997596259277175,105838560.0
2132,Alice In Chains,Down In A Hole (2022 Remaster),0.357,0.795,0.0337,0.0134,0.00013,0.111,0.416,-0.7902479413716927,123960313.0
2133,Alice In Chains,No Excuses,0.527,0.838,0.0323,0.0206,0.00062,0.07,0.721,-0.1056051117867111,103292392.0
2134,Alice In Chains,We Die Young,0.486,0.938,0.0704,1.79e-05,0.000103,0.361,0.525,0.1766501434018519,48848016.0
2135,Alice In Chains,I Stay Away,0.174,0.781,0.0406,0.0452,0.00346,0.0822,0.276,-1.323603034320088,70397017.0
2136,Alice In Chains,Heaven Beside You,0.551,0.724,0.032,0.00451,0.000167,0.116,0.559,-0.3152544050151449,67453918.0
2137,Ella Fitzgerald,Sleigh Ride,0.508,0.287,0.0523,0.764,0.0,0.153,0.644,1.1536070736724295,130854314.0
2138,Ella Fitzgerald,Frosty The Snowman,0.579,0.502,0.0513,0.733,0.0,0.281,0.836,-1.4773210960432064,117486769.0
2139,Ella Fitzgerald,Cheek To Cheek,0.663,0.264,0.0914,0.706,0.0,0.1,0.657,0.0641125900894064,121581941.0
2140,Ella Fitzgerald,Dream A Little Dream Of Me,0.491,0.154,0.0839,0.916,0.0,0.163,0.36,-0.8547190651949597,247896732.0
2141,Ella Fitzgerald,What Are You Doing New Year's Eve?,0.345,0.253,0.0404,0.983,2.91e-06,0.137,0.249,0.590581761959296,22242161.0
2142,Ella Fitzgerald,Summertime,0.172,0.0696,0.0339,0.916,0.00199,0.137,0.103,1.5996729905962346,114367281.0
2143,Ella Fitzgerald,We Three Kings - Remastered 2006,0.32,0.283,0.0365,0.922,0.000305,0.145,0.431,-1.3794330022801318,8485475.0
2144,Ella Fitzgerald,I've Got My Love To Keep Me Warm,0.523,0.427,0.0766,0.774,0.0,0.448,0.784,-0.3377349120655613,18213070.0
2145,Ella Fitzgerald,Have Yourself A Merry Little Christmas,0.611,0.247,0.0419,0.961,2.74e-06,0.218,0.484,-0.281634907984792,38564639.0
2146,Ella Fitzgerald,They Can't Take That Away From Me,0.563,0.136,0.0683,0.87,0.0,0.106,0.368,-0.5284141678130131,57800609.0
2147,Sade,Like a Tattoo,0.557,0.16,0.0315,0.922,0.000756,0.0996,0.133,0.5207436702366052,39311667.0
2148,Sade,Smooth Operator - Single Version,0.734,0.58,0.0321,0.238,0.0006,0.0298,0.962,-0.0420791143859844,332983534.0
2149,Sade,By Your Side,0.653,0.429,0.0297,0.0849,0.00371,0.0693,0.627,0.8604153555944756,275120769.0
2150,Sade,No Ordinary Love,0.629,0.364,0.038,0.467,0.0204,0.0941,0.701,1.542020278821293,280552522.0
2151,Sade,Kiss of Life,0.723,0.47,0.028,0.633,0.0373,0.0968,0.783,-0.7924082303374987,107725167.0
2152,Sade,Your Love Is King,0.742,0.42,0.031,0.562,4.12e-05,0.0402,0.594,0.4739599123208736,164748176.0
2153,Sade,The Sweetest Taboo,0.752,0.823,0.0447,0.128,0.0098,0.303,0.962,-0.9795432620004252,186353837.0
2154,Sade,Paradise,0.738,0.792,0.0378,0.309,0.39,0.0679,0.968,-0.7009334944416601,71095478.0
2155,Sade,Hang on to Your Love,0.846,0.703,0.0301,0.147,1.21e-05,0.071,0.964,-0.4325850994704719,71833632.0
2156,Sade,Cherish the Day,0.68,0.389,0.0545,0.0121,0.0834,0.105,0.68,-1.3649523153062149,66257074.0
2157,Wyclef Jean,Ready or Not,0.607,0.422,0.499,0.209,0.0,0.0839,0.563,0.3337436566340416,482338606.0
2158,Wyclef Jean,Fu-Gee-La,0.681,0.505,0.138,0.137,0.0,0.234,0.399,-1.033888031296477,196943971.0
2159,Wyclef Jean,"No Woman, No Cry",0.846,0.326,0.152,0.0134,3.97e-05,0.28,0.367,-1.0664611383590177,64078558.0
2160,Wyclef Jean,Zealots,0.53,0.45,0.489,0.196,2.62e-06,0.147,0.339,-1.4411700103810503,31358177.0
2161,Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",0.73,0.746,0.0517,0.0672,0.0,0.353,0.549,-0.9471389275133386,200248115.0
2162,Wyclef Jean,We Trying to Stay Alive (feat. John Forté & Pras),0.87,0.614,0.251,0.00564,5.95e-05,0.123,0.644,-0.7308399948120339,28375834.0
2163,Wyclef Jean,"Guantanamera (feat. Ms. Lauryn Hill, Celia Cruz & Jeni Fujita)",0.833,0.431,0.178,0.00195,0.000278,0.124,0.385,-1.1008232347213662,23872209.0
2164,Wyclef Jean,Killing Me Softly With His Song,0.765,0.437,0.0727,0.0271,1.31e-06,0.167,0.498,-0.951223223839315,869482443.0
2165,Wyclef Jean,911 (feat. Mary J. Blige),0.747,0.646,0.191,0.273,3.7e-06,0.0931,0.73,-1.1331938146933624,151336940.0
2166,Wyclef Jean,Perfect Gentleman (feat. Hope),0.827,0.806,0.301,0.216,0.0,0.27,0.528,0.5216212876289641,53230666.0
2167,Antonio Vivaldi,"Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor, RV 156)",0.429,0.258,0.0549,0.957,0.893,0.115,0.0972,-1.4100483474674106,47621134.0
2168,Antonio Vivaldi,"The Four Seasons - Winter in F Minor, RV. 297: I. Allegro non molto",0.4,0.247,0.0423,0.818,0.64,0.119,0.394,1.4006563696213763,38306000.0
2169,Antonio Vivaldi,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",0.34,0.489,0.0412,0.83,0.91,0.141,0.468,1.2300610503529006,37923516.0
2170,Antonio Vivaldi,"The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto",0.48,0.163,0.0645,0.81,0.754,0.093,0.212,1.2753596096046411,32720685.0
2171,Antonio Vivaldi,"Concerto for Strings in G Major, RV 151, ""Alla Rustica"": I. Presto",0.433,0.291,0.0501,0.903,0.907,0.367,0.631,-0.4702888928268007,10946162.0
2172,Antonio Vivaldi,"Cello Concerto in E Minor, RV 409: II. Allegro",0.396,0.229,0.0365,0.988,0.645,0.153,0.834,0.8112012725922124,2071639.0
2173,Antonio Vivaldi,"The Four Seasons, Violin Concerto No. 4 in F Minor, RV 297 ""Winter"": II. Largo",0.33,0.0649,0.0443,0.898,6.19e-05,0.0931,0.34,-1.2551488777161173,28379819.0
2174,Antonio Vivaldi,"Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto",0.362,0.569,0.0345,0.876,0.91,0.327,0.746,0.9488184306170594,8008061.0
2175,Antonio Vivaldi,"The Four Seasons, Violin Concerto No. 2 in G Minor, RV 315 ""L'estate"": III. Tempo impetuoso d'estate",0.364,0.571,0.0453,0.874,0.867,0.121,0.38,-1.2044833505649533,19505635.0
2186,Robbie Williams,Angels,0.429,0.594,0.0277,0.156,4.95e-06,0.1,0.236,1.0003953296756722,602119225.0
2187,Robbie Williams,Feel,0.599,0.732,0.026,0.0145,0.000467,0.143,0.295,-0.762366711906762,599453391.0
2188,Robbie Williams,Rock DJ,0.712,0.762,0.0326,0.026,0.0,0.0981,0.842,-0.5924127284250097,201706548.0
2189,Robbie Williams,She's The One,0.243,0.609,0.0323,0.663,1.13e-05,0.221,0.333,1.5555895938877606,213090557.0
2190,Robbie Williams,Candy,0.715,0.791,0.0414,0.0368,0.0,0.0694,0.879,-0.1532327325797103,245319605.0
2191,Robbie Williams,Let Me Entertain You,0.478,0.965,0.0642,0.000169,0.00251,0.0854,0.347,0.1542371453816168,151079391.0
2192,Robbie Williams,Somethin' Stupid,0.654,0.515,0.0261,0.429,5.62e-06,0.174,0.677,-0.4857822152534393,150234147.0
2193,Robbie Williams,Can't Stop Christmas,0.433,0.708,0.0301,0.0371,0.0,0.0996,0.612,1.4655663021408225,17611146.0
2194,Robbie Williams,Supreme,0.562,0.857,0.0589,0.00303,2.23e-06,0.284,0.759,-0.8219771855569658,139624991.0
2195,Robbie Williams,Better Man,0.486,0.525,0.0341,0.172,0.0,0.134,0.291,1.2024836115237858,72298167.0
2196,Patrick Watson,Je te laisserai des mots,0.303,0.187,0.0356,0.989,0.489,0.101,0.213,0.4100626152541492,516014044.0
2198,Patrick Watson,Ode to Vivian - Rework,0.451,0.023,0.0364,0.973,0.915,0.104,0.226,0.4128304854915876,5103552.0
2199,Patrick Watson,Ode to Vivian,0.496,0.15,0.0355,0.981,0.94,0.123,0.464,0.4633947490974801,8359988.0
2200,Patrick Watson,Lost With You,0.373,0.157,0.0331,0.98,0.0103,0.0837,0.319,-1.4548068344776992,28909362.0
2201,Patrick Watson,The Great Escape,0.459,0.0698,0.035,0.991,0.103,0.109,0.232,-0.519165430678157,38562035.0
2202,Patrick Watson,Sit Down Beside Me,0.309,0.333,0.0311,0.967,0.594,0.274,0.272,0.8091084926565877,31930458.0
2203,Patrick Watson,Melody Noir,0.65,0.315,0.0388,0.851,0.000261,0.123,0.578,0.1569037520737831,25779649.0
2204,Patrick Watson,Mélancolie,0.306,0.331,0.0648,0.945,0.0263,0.359,0.576,1.6923966435504303,9536134.0
2205,Patrick Watson,Love Songs For Robots,0.419,0.237,0.0334,0.915,0.807,0.123,0.082,-0.1186006000966363,20163546.0
2206,Busta Rhymes,Don't Cha,0.877,0.637,0.101,0.00516,2.5e-06,0.0959,0.569,-0.0200711705468379,860432063.0
2207,Busta Rhymes,I Know What You Want (feat. Flipmode Squad),0.648,0.759,0.306,0.0142,0.0,0.648,0.518,-1.1674546475104386,522619153.0
2208,Busta Rhymes,Break Ya Neck,0.82,0.809,0.251,0.443,0.00175,0.0613,0.737,-1.2682118750562243,281158502.0
2209,Busta Rhymes,Put Your Hands Where My Eyes Could See,0.906,0.623,0.303,0.00864,4.19e-06,0.0753,0.715,-0.711701184755598,105871712.0
2210,Busta Rhymes,"ETA (with Snoop Dogg, Busta Rhymes & Anderson .Paak)",0.49,0.923,0.304,0.0078,1.2e-05,0.11,0.72,-1.380816937398851,19129119.0
2211,Busta Rhymes,Gimme Some More,0.591,0.855,0.339,0.00832,5.87e-05,0.771,0.78,0.5451819391622837,65828253.0
2212,Busta Rhymes,Touch It,0.658,0.551,0.37,0.0043,0.000108,0.197,0.442,0.5992229178225192,115168982.0
2213,Busta Rhymes,"PiLOT (feat. Snoop Dogg, Busta Rhymes, Anderson .Paak)",0.542,0.485,0.439,0.792,0.00198,0.102,0.698,1.831296473148725,4237086.0
2215,Busta Rhymes,Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,0.697,0.793,0.323,0.0844,0.0,0.0619,0.56,-1.0401663711033504,49572955.0
2216,Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,0.774,0.511,0.0319,0.322,0.0,0.0672,0.771,-0.8724401856175851,421540062.0
2217,Paul McCartney,FourFiveSeconds,0.582,0.272,0.0501,0.875,0.0,0.13,0.354,2.8780239861118115,1458311336.0
2218,Paul McCartney,Maybe I’m Amazed - 2011 Remaster,0.471,0.494,0.0312,0.387,0.0944,0.617,0.373,-1.3949938337369516,118619311.0
2219,Paul McCartney,Say Say Say - Remastered 2015,0.822,0.686,0.0472,0.115,0.000982,0.0463,0.828,-0.0958500569254943,82380739.0
2220,Paul McCartney,The Kiss Of Venus (Dominic Fike),0.715,0.374,0.0399,0.627,0.0,0.11,0.633,-1.0329091503588466,41985967.0
2221,Paul McCartney,Hope Of Deliverance,0.638,0.786,0.0341,0.181,5.3e-06,0.104,0.812,1.3303794692025073,23050441.0
2222,Paul McCartney,Ebony And Ivory - Remixed 2015,0.567,0.692,0.0379,0.0784,0.0,0.0338,0.708,1.3540413842810983,50214501.0
2223,Paul McCartney,Every Night - 2011 Remaster,0.605,0.404,0.0256,0.588,0.00143,0.104,0.867,-0.8876634719234979,13502790.0
2224,Paul McCartney,Another Day - 2012 Remaster,0.701,0.335,0.034,0.293,0.00845,0.0872,0.824,0.0559102429223627,24761698.0
2225,Paul McCartney,Junk - 2011 Remaster,0.712,0.0862,0.0325,0.814,0.000259,0.191,0.315,-1.0098210620367971,21034166.0
2226,Los Enanitos Verdes,Lamento Boliviano,0.714,0.735,0.0306,0.176,0.000622,0.115,0.68,0.1008375025081046,475983156.0
2227,Los Enanitos Verdes,Luz De Dia,0.657,0.447,0.0303,0.478,0.00105,0.0995,0.523,0.0474716141496838,146065608.0
2228,Los Enanitos Verdes,La Muralla Verde,0.717,0.837,0.0282,0.155,1.15e-05,0.422,0.919,0.3138622472456103,250399225.0
2229,Los Enanitos Verdes,Tu Carcel - En Vivo,0.639,0.745,0.0291,0.153,4.33e-06,0.914,0.582,-0.1056051117867111,158249169.0
2230,Los Enanitos Verdes,Mariposas,0.549,0.916,0.0279,0.188,9.9e-06,0.161,0.704,0.5539243585707786,52880657.0
2231,Los Enanitos Verdes,Mi Primer Dia Sin Ti,0.526,0.649,0.0241,0.129,0.0,0.271,0.408,-1.254912596110482,66482961.0
2232,Los Enanitos Verdes,Igual Que Ayer,0.621,0.706,0.0283,0.0185,0.0,0.436,0.88,0.5590550448645678,35448908.0
2233,Los Enanitos Verdes,Luz De Dia - En Vivo,0.624,0.707,0.0291,0.262,0.0,0.963,0.368,0.0465264877271436,179716551.0
2234,Los Enanitos Verdes,Amores Lejanos,0.726,0.837,0.032,0.257,1.31e-05,0.322,0.559,-0.0183159357621205,54219986.0
2235,Los Enanitos Verdes,Eterna Soledad,0.557,0.325,0.0275,0.36,0.0,0.113,0.151,-1.3145568242757764,33148366.0
2236,Hombres G,Devuélveme a mi chica,0.603,0.843,0.0557,0.0031,0.0337,0.445,0.503,1.7583867205527788,441065831.0
2237,Hombres G,Te quiero,0.736,0.711,0.0352,0.0029,0.000275,0.0948,0.72,-0.2794071099888047,218483410.0
2238,Hombres G,El ataque de las chicas cocodrilo,0.506,0.809,0.0539,0.0291,0.000234,0.0909,0.559,-0.0314464421324091,149425425.0
2239,Hombres G,Marta tiene un marcapasos,0.596,0.947,0.0547,0.00321,3.78e-05,0.0897,0.487,-0.6192138134070376,71794262.0
2240,Hombres G,Venezia,0.581,0.826,0.0816,0.224,0.00128,0.0506,0.573,1.619486890954485,131221790.0
2241,Hombres G,Ay Haiti!,0.673,0.753,0.119,0.272,0.0,0.071,0.424,-0.0177421090055785,62152547.0
2242,Hombres G,Voy a pasármelo bien,0.663,0.84,0.0434,0.0436,6.31e-06,0.0491,0.828,0.926067887445917,53377765.0
2243,Hombres G,Si no te tengo a ti,0.822,0.506,0.0426,0.493,0.147,0.103,0.263,0.2512476217523334,53739180.0
2244,Hombres G,Lo noto - Remaster 2015,0.715,0.655,0.0344,0.00944,0.000177,0.0861,0.433,-0.3234567521821886,91252108.0
2245,Hombres G,Visite nuestro bar,0.67,0.922,0.0779,0.138,0.00643,0.0544,0.964,-1.4482584585501002,40370352.0
2246,Sufjan Stevens,Fourth of July,0.435,0.104,0.0445,0.973,0.33,0.119,0.162,-0.0033289310618432,209417094.0
2248,Sufjan Stevens,Visions of Gideon,0.252,0.314,0.0407,0.942,0.676,0.0892,0.2,-1.536729042602866,158788909.0
2249,Sufjan Stevens,Death with Dignity,0.514,0.16,0.0383,0.986,0.0176,0.113,0.395,1.6646166776307714,87926580.0
2250,Sufjan Stevens,Should Have Known Better,0.493,0.171,0.0317,0.98,0.263,0.126,0.296,-1.00097737908303,129856547.0
2251,Sufjan Stevens,Futile Devices (Doveman Remix),0.462,0.187,0.0304,0.954,0.847,0.0985,0.252,0.658664618897269,55208898.0
2252,Sufjan Stevens,The Only Thing,0.51,0.146,0.0389,0.987,0.0688,0.107,0.498,1.2979076256852382,122669425.0
2253,Sufjan Stevens,To Be Alone With You,0.519,0.163,0.0489,0.926,0.751,0.115,0.356,0.7269500029257863,95001246.0
2254,Sufjan Stevens,Chicago,0.582,0.464,0.0304,0.585,0.0,0.0892,0.446,0.1480938236351065,66832049.0
2255,Sufjan Stevens,Futile Devices,0.581,0.286,0.0339,0.993,0.908,0.0896,0.369,0.6617700342856143,32217342.0
2256,Prince,Purple Rain,0.367,0.452,0.0307,0.0353,0.00228,0.689,0.189,-0.2537199240047704,614934339.0
2257,Prince,Kiss,0.898,0.271,0.091,0.0135,0.00138,0.0461,0.742,-0.3070858123631916,384664460.0
2258,Prince,When Doves Cry,0.729,0.989,0.049,0.0102,4.45e-05,0.443,0.84,0.1987255962711797,277255176.0
2259,Prince,Raspberry Beret,0.761,0.67,0.0438,0.21,0.000426,0.0684,0.91,0.0056497699522872,230942325.0
2260,Prince,Let's Go Crazy,0.309,0.93,0.125,0.0192,0.0022,0.106,0.376,2.5394324452368444,114914399.0
2261,Prince,The Most Beautiful Girl In the World,0.489,0.693,0.0427,0.0182,5.63e-06,0.304,0.453,2.199963286969519,14034436.0
2263,Prince,I Would Die 4 U,0.731,0.75,0.0321,0.0862,0.000388,0.202,0.639,0.5003559431218135,72842379.0
2264,Prince,I Wanna Be Your Lover,0.812,0.506,0.0453,0.0399,0.0847,0.0671,0.727,-0.1941094503545671,81857256.0
2266,Boney M.,Rasputin,0.758,0.913,0.113,0.00364,6.92e-05,0.193,0.658,0.2517201849636028,443534176.0
2267,Boney M.,Daddy Cool,0.763,0.777,0.0364,0.281,0.79,0.134,0.929,0.1299001400012108,295358545.0
2268,Boney M.,Rasputin - Single Version,0.694,0.719,0.048,0.47,0.00121,0.44,0.972,0.1900169313777753,681089695.0
2269,Boney M.,Rivers of Babylon,0.729,0.851,0.0362,0.13,0.000912,0.443,0.741,-0.1844556590386225,291295004.0
2270,Boney M.,Sunny,0.647,0.868,0.106,0.088,0.124,0.129,0.804,0.0417671010993525,138719345.0
2272,Boney M.,Ma Baker,0.746,0.76,0.105,0.0342,2.18e-05,0.31,0.902,0.2833144110885127,359430120.0
2273,Boney M.,Mary's Boy Child / Oh My Lord,0.774,0.824,0.0367,0.22,0.0,0.286,0.93,-0.2722511527895734,132878777.0
2275,Boney M.,Gotta Go Home,0.781,0.936,0.0293,0.286,0.0522,0.303,0.98,0.3738777750769021,102792624.0
2276,Willie Nelson,Highwayman,0.67,0.351,0.0463,0.48,0.0176,0.115,0.45,-0.6480401692945087,241020507.0
2277,Willie Nelson,Roll Me Up and Smoke Me When I Die - Live,0.427,0.813,0.0737,0.0713,0.109,0.873,0.344,-0.4632341991728416,18725445.0
2278,Willie Nelson,Mammas Don't Let Your Babies Grow up to Be Cowboys,0.363,0.361,0.0499,0.623,0.00119,0.154,0.612,2.2658858549416867,144196954.0
2279,Willie Nelson,Always On My Mind,0.524,0.261,0.0272,0.755,0.00105,0.144,0.201,-1.593976700196719,170561550.0
2280,Willie Nelson,American Remains,0.684,0.495,0.0422,0.47,6.98e-05,0.157,0.528,-0.6272811425137188,42189622.0
2281,Willie Nelson,Blue Eyes Crying In the Rain,0.626,0.04,0.0405,0.928,0.00178,0.11,0.418,-0.1163390475855586,73343452.0
2283,Willie Nelson,On The Road Again - Live,0.411,0.859,0.085,0.0671,0.00201,0.958,0.36,-0.2820062076507902,14620680.0
2284,Willie Nelson,Pancho and Lefty,0.693,0.454,0.0332,0.796,0.000154,0.143,0.54,0.0694795579888304,85262167.0
2285,Willie Nelson,Silver Stallion,0.625,0.523,0.0311,0.526,0.0564,0.252,0.723,0.9264729416270056,22735183.0
2286,Van Morrison,Brown Eyed Girl,0.491,0.583,0.0376,0.185,0.0,0.406,0.908,1.01207439189706,854118285.0
2287,Van Morrison,Into the Mystic - 2013 Remaster,0.608,0.524,0.0309,0.367,0.00254,0.115,0.797,-1.16043370837157,263560452.0
2288,Van Morrison,Crazy Love - 2013 Remaster,0.575,0.188,0.0959,0.841,4.37e-05,0.228,0.334,-1.4554481702644229,134633546.0
2289,Van Morrison,Days Like This,0.66,0.541,0.0576,0.658,0.00127,0.0928,0.693,-0.9059246645875748,104385953.0
2290,Van Morrison,Moondance - 2013 Remaster,0.606,0.282,0.0339,0.501,8.3e-06,0.152,0.563,-1.7948498195015667,175347200.0
2291,Van Morrison,Have I Told You Lately,0.329,0.477,0.034,0.276,0.0139,0.136,0.182,0.7746451327489676,117445721.0
2292,Van Morrison,Bright Side of the Road,0.536,0.737,0.0504,0.293,0.000115,0.306,0.857,1.8947887160343608,55532400.0
2293,Van Morrison,Wild Night,0.568,0.714,0.0445,0.174,0.0,0.0429,0.955,0.8693603020935147,37182719.0
2294,Van Morrison,And It Stoned Me - 2013 Remaster,0.593,0.468,0.0285,0.35,3.52e-05,0.0919,0.597,-1.5116831924055547,92185830.0
2295,Van Morrison,Someone Like You,0.474,0.351,0.0286,0.382,0.00108,0.0802,0.235,0.6825628155814955,47458345.0
2296,Ms. Lauryn Hill,Killing Me Softly With His Song,0.765,0.29,0.139,0.0279,0.0,0.571,0.506,-0.95098694223368,869482443.0
2297,Ms. Lauryn Hill,Doo Wop (That Thing),0.535,0.505,0.245,0.0393,0.0,0.0923,0.495,-0.6969504616609553,483036547.0
2298,Ms. Lauryn Hill,Ready or Not,0.607,0.422,0.499,0.209,0.0,0.0839,0.563,0.3337436566340416,482338606.0
2299,Ms. Lauryn Hill,Ex-Factor,0.593,0.619,0.0976,0.118,0.0,0.484,0.668,-1.3691716296925542,283174897.0
2300,Ms. Lauryn Hill,Can't Take My Eyes Off of You - (I Love You Baby),0.747,0.662,0.0796,0.0118,0.0,0.138,0.63,-1.068553918294642,136235774.0
2301,Ms. Lauryn Hill,Fu-Gee-La,0.681,0.505,0.138,0.137,0.0,0.234,0.399,-1.033888031296477,196943971.0
2302,Ms. Lauryn Hill,Nothing Even Matters (feat. D'Angelo),0.539,0.363,0.166,0.701,3.18e-06,0.14,0.549,0.5346505304539801,95562405.0
2303,Ms. Lauryn Hill,To Zion (feat. Carlos Santana),0.41,0.601,0.504,0.127,0.0,0.112,0.516,1.7785381660619362,62686545.0
2304,Ms. Lauryn Hill,Lost Ones,0.832,0.749,0.37,0.0998,3.74e-06,0.0837,0.65,-0.8669381996577985,55346977.0
2305,Ms. Lauryn Hill,Tell Him,0.655,0.647,0.0903,0.19,0.00877,0.0412,0.931,-1.3672476223323835,42114859.0
2306,Lil Jon,BOMBÓN,0.843,0.789,0.247,0.0028,2.41e-05,0.0322,0.571,0.1515030296592687,220347229.0
2307,Lil Jon,Turn Down for What,0.818,0.799,0.156,0.00107,0.128,0.057,0.0815,-0.694283854968789,1631741792.0
2308,Lil Jon,Snap Yo Fingers,0.835,0.757,0.23,0.00647,0.0,0.29,0.626,-1.3010550182394904,257137412.0
2309,Lil Jon,Alive (with Offset & 2 Chainz),0.811,0.726,0.323,0.362,1.88e-06,0.121,0.57,0.9950283617762488,127414095.0
2310,Lil Jon,LET'S GET CRAZY! (Mambo Drop),0.702,0.906,0.032,0.00659,1.07e-05,0.104,0.667,-0.0189572715488443,18981618.0
2311,Lil Jon,Live The Night,0.805,0.968,0.227,0.00707,0.00091,0.368,0.211,0.2498299321185228,61232098.0
2312,Lil Jon,Outta Your Mind,0.876,0.984,0.274,0.233,0.0,0.0505,0.642,-0.695566526542236,84029787.0
2313,Lil Jon,"Gasolina (with Pitbull, Lil Jon, Noriega, Dj Buddha) - Dj Buddha Remix",0.714,0.817,0.188,0.0435,0.0,0.122,0.637,-0.8290656337260157,80251955.0
2314,Lil Jon,Bend Ova (feat. Tyga),0.855,0.968,0.157,0.0143,0.0025,0.0988,0.798,-0.5933241003324591,80337786.0
2315,Lil Jon,Act A Fool,0.849,0.887,0.285,0.00739,0.0,0.375,0.814,0.991484137691723,160609200.0
2316,Chayanne,El Ultimo Adiós - Varios Artistas Version,0.276,0.572,0.0377,0.641,0.0,0.2,0.285,-1.4378283133870693,169899066.0
2317,Chayanne,Dejaría Todo,0.631,0.751,0.0284,0.449,0.0,0.286,0.685,0.7878769026645279,530247414.0
2318,Chayanne,Un Siglo Sin Ti,0.611,0.674,0.0279,0.0961,0.0,0.129,0.261,0.4497241704857402,524054094.0
2319,Chayanne,Humanos a Marte,0.69,0.902,0.0407,0.112,0.0,0.175,0.786,-0.931443077996156,331872753.0
2320,Chayanne,Madre Tierra (Oye),0.695,0.954,0.0607,0.0183,0.0,0.249,0.796,0.14779003299929,289195718.0
2321,Chayanne,Yo Te Amo,0.573,0.642,0.0272,0.189,0.0,0.221,0.492,0.6643353774325094,246322239.0
2322,Chayanne,Y Tú Te Vas,0.615,0.615,0.0309,0.0189,1.78e-05,0.192,0.491,0.6539389867845683,348430753.0
2323,Chayanne,Veo en ti la luz,0.31,0.13,0.0314,0.62,2.94e-06,0.0887,0.0809,-0.5657804160184351,79870970.0
2324,Chayanne,Me Enamoré de Ti,0.521,0.566,0.0329,0.0747,0.0,0.244,0.654,0.9880749316675608,104458091.0
2325,Chayanne,Tu Pirata Soy Yo,0.337,0.376,0.0313,0.455,0.0,0.113,0.255,-0.7855223092589926,60770801.0
2326,Alan Jackson,Chattahoochee,0.606,0.706,0.0379,0.362,0.0,0.16,0.819,1.8210688550762373,321155015.0
2327,Alan Jackson,Good Time,0.652,0.767,0.0372,0.0355,6.92e-06,0.397,0.73,0.3859618914793783,75143360.0
2328,Alan Jackson,Little Bitty,0.571,0.818,0.0415,0.151,0.0,0.348,0.728,1.433296985714098,183904645.0
2329,Alan Jackson,Drive (For Daddy Gene),0.713,0.579,0.0413,0.338,0.0,0.174,0.511,0.1551485172890661,138604764.0
2330,Alan Jackson,It's Five O'Clock Somewhere (with Jimmy Buffett),0.713,0.768,0.0363,0.22,0.0,0.177,0.878,0.1559586256512433,278617583.0
