Unnamed: 0,Artist,Track,Danceability,Energy,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Total_Views_Stream
16174,Melanie Martinez,"Tag, You're It",0.559,0.835,0.0424,0.24,0.019,0.185,0.382,-0.1915441072076725,327049863.0
16175,Melanie Martinez,Soap,0.595,0.689,0.148,0.254,5.44e-06,0.129,0.213,1.6043311136787537,279000176.0
16176,Melanie Martinez,Pity Party,0.716,0.73,0.0364,0.058,7.32e-06,0.151,0.339,0.5220938508402344,532388841.0
16177,Melanie Martinez,Mad Hatter,0.568,0.692,0.0589,0.0161,0.0,0.148,0.577,-0.9640161850586964,368219650.0
16178,Becky G,MAMIII,0.836,0.703,0.0657,0.0845,0.0,0.138,0.902,-0.8956632919999974,651310285.0
16179,Becky G,Shower,0.699,0.529,0.0487,0.0317,3.59e-05,0.285,0.121,-0.0201049250619288,1132242764.0
16180,Becky G,La Loto,0.855,0.83,0.106,0.0783,1.31e-06,0.08,0.775,-1.0319977784513972,167195635.0
16181,Becky G,Mayores,0.745,0.836,0.0444,0.145,0.00314,0.116,0.874,-0.7962562450578405,2860480951.0
16182,Becky G,Bubalu,0.8,0.355,0.0895,0.616,0.0,0.118,0.253,0.8555547054214123,849541646.0
16183,Becky G,AMANTES,0.736,0.77,0.0335,0.109,0.0,0.112,0.837,0.4872591912666157,21107538.0
16184,Becky G,BAILÉ CON MI EX,0.761,0.784,0.133,0.15,0.0,0.125,0.691,-0.1908015078756766,77027259.0
16185,Becky G,Ya acabó - Con Becky G,0.612,0.44,0.034,0.762,2.56e-06,0.0858,0.683,0.4485765169726562,126929622.0
16186,Becky G,Sin Pijama,0.788,0.745,0.0448,0.352,4.56e-05,0.0973,0.79,-0.8972159996941704,2796647010.0
16187,Becky G,FULANITO,0.938,0.832,0.195,0.22,1.31e-06,0.121,0.832,-0.2921325621780047,478157798.0
16188,Lorde,Royals,0.674,0.428,0.122,0.121,0.0,0.132,0.337,-1.2051921953818585,1910187676.0
16189,Lorde,Ribs,0.511,0.472,0.091,0.534,0.614,0.11,0.0399,0.2496274050279785,425891260.0
16190,Lorde,Team,0.69,0.578,0.0929,0.167,0.0,0.305,0.416,-0.6960728442685968,897337438.0
16191,Lorde,Liability,0.587,0.229,0.128,0.92,0.0,0.1,0.379,-1.5160037703371665,368930316.0
16192,Lorde,Green Light,0.594,0.721,0.0957,0.0209,8.55e-06,0.0879,0.253,0.2821667575754287,682899033.0
16193,Lorde,Buzzcut Season,0.733,0.62,0.075,0.606,0.305,0.117,0.247,-0.3221403260936507,181547588.0
16194,Lorde,Supercut,0.562,0.437,0.052,0.219,2.18e-05,0.0806,0.15,0.1441107908544022,200950057.0
16195,Lorde,Perfect Places,0.622,0.58,0.0504,0.00241,2.95e-05,0.112,0.512,-0.5458990066300038,259683152.0
16196,Lorde,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",0.781,0.548,0.0764,0.229,0.0,0.127,0.175,-0.4586098306054136,280005942.0
16197,Lorde,Writer In The Dark,0.325,0.271,0.0418,0.73,0.0,0.301,0.279,-1.644777245408246,119470423.0
16198,Becky Hill,Crazy What Love Can Do,0.601,0.713,0.0449,0.0282,0.0,0.158,0.464,0.0772768509747855,232895511.0
16199,Becky Hill,Remember (and David Guetta),0.626,0.864,0.0378,0.0682,0.0,0.087,0.555,0.109714939976963,313948708.0
16200,Becky Hill,Lose Control,0.598,0.526,0.0415,0.129,0.0,0.14,0.529,0.1131579005162161,918456332.0
16201,Becky Hill,My Heart Goes (La Di Da) (feat. Topic),0.695,0.781,0.0452,0.0185,3.12e-05,0.295,0.456,0.1167021246007413,216508745.0
16202,Becky Hill,Remember - Acoustic / Sped Up,0.602,0.525,0.0504,0.81,0.0,0.0943,0.548,0.5518653331502447,15443514.0
16203,Becky Hill,Remember - Acoustic,0.626,0.382,0.0383,0.796,0.0,0.188,0.508,-0.0620955418347788,65480136.0
16204,Becky Hill,Run (with Galantis),0.596,0.88,0.0396,0.0391,0.0,0.0757,0.562,0.1169721607214669,69950913.0
16205,Becky Hill,HISTORY,0.674,0.86,0.0369,0.155,3.21e-06,0.359,0.771,0.080753566029129,39143058.0
16206,Becky Hill,Afterglow,0.516,0.915,0.0562,0.0228,0.000789,0.125,0.0398,1.8041578430157896,233785898.0
16207,Becky Hill,Gecko (Overdrive) - Radio Edit,0.609,0.885,0.0642,0.00521,1.15e-05,0.336,0.76,0.1477225239691088,305889393.0
16208,Wesley Safadão,Tchuco Nela,0.802,0.727,0.0307,0.413,0.0,0.0713,0.837,0.1503891306612751,240649627.0
16209,Wesley Safadão,Eu Já Tava Bem - Ao Vivo,0.632,0.857,0.0397,0.291,3.51e-05,0.432,0.908,-1.5388218225384902,198337684.0
16210,Wesley Safadão,Não Fosse Tão Tarde - Ao Vivo,0.66,0.9,0.0392,0.527,8.49e-06,0.312,0.97,1.3244049200314498,54014563.0
16211,Wesley Safadão,Pega o Guanabara - Ao Vivo,0.749,0.881,0.0492,0.657,0.0,0.951,0.959,-0.5619324012980934,62890758.0
16212,Wesley Safadão,Tu Tava Na Revoada - Ao Vivo,0.731,0.946,0.037,0.174,0.00397,0.352,0.966,0.6553904309334693,150997455.0
16213,Wesley Safadão,Depende,0.887,0.91,0.0641,0.122,0.0,0.0755,0.825,0.3184191067828565,223710596.0
16214,Wesley Safadão,Farra Sem Limites - Ao Vivo,0.785,0.917,0.13,0.235,6.57e-05,0.453,0.917,-0.9300591428774366,83876630.0
16215,Wesley Safadão,Beijo pra Jogo - Ao Vivo,0.563,0.682,0.0423,0.769,1.61e-06,0.721,0.615,0.7896996464794267,3375241.0
16216,Wesley Safadão,Amor ou Esquema,0.684,0.89,0.0972,0.595,0.0,0.357,0.911,-1.5051010619628655,55106778.0
16217,Wesley Safadão,A Um Beijo - Ao Vivo,0.689,0.874,0.0733,0.631,1.08e-05,0.921,0.722,0.858828893385212,18988716.0
16218,Kumaar,"Besharam Rang (From ""Pathaan"")",0.773,0.795,0.0412,0.0587,0.00237,0.154,0.649,-0.1547854402738834,320037269.0
16219,Kumaar,Jhoome Jo Pathaan,0.817,0.738,0.0748,0.0964,0.0,0.331,0.616,-0.5271990052697473,218495339.0
16220,Kumaar,Thoda Thoda Pyaar,0.706,0.527,0.0269,0.139,0.000169,0.112,0.144,-0.5932228367871869,618757487.0
16221,Kumaar,"Ghungroo (From ""War"")",0.695,0.729,0.0322,0.0738,0.000182,0.533,0.872,-0.08623002012464,548832809.0
16222,Kumaar,Kho Gaye Hum Kahan,0.778,0.227,0.0379,0.983,0.14,0.113,0.38,-0.1535702777306176,122829777.0
16223,Kumaar,Kala Chashma,0.801,0.856,0.065,0.0984,6.62e-05,0.228,0.919,-0.4913517102434075,124420223.0
16224,Kumaar,Sau Aasmaan,0.63,0.729,0.0287,0.123,8e-06,0.0786,0.44,0.2476358886376264,157744874.0
16225,Kumaar,Firecracker,0.838,0.63,0.171,0.242,0.0,0.0719,0.64,-0.6614744663006132,106299721.0
16226,Kumaar,"Yaar Ve (From ""Code Name Tiranga"")",0.524,0.515,0.0372,0.524,0.0,0.235,0.519,-1.3035866068712942,9726566.0
16227,Kumaar,Teri Khair Mangdi,0.718,0.58,0.028,0.602,0.0,0.196,0.31,-0.7629742931783949,56166465.0
16228,Tove Lo,Habits (Stay High),0.729,0.65,0.0313,0.0702,6.69e-05,0.0829,0.347,-0.3565361769710899,1687154250.0
16229,Tove Lo,Don't Say Goodbye (feat. Tove Lo),0.698,0.719,0.0455,0.00829,4.01e-06,0.326,0.364,-0.017573336430125,234762631.0
16230,Tove Lo,2 Die 4,0.816,0.8,0.0738,0.028,7.38e-05,0.129,0.533,-0.0868376013962729,42186035.0
16231,Tove Lo,"How Long - From""Euphoria"" An HBO Original Series",0.668,0.687,0.058,0.0157,0.000822,0.149,0.468,-0.7951761005749373,50779741.0
16232,Tove Lo,Pressure (feat. Tove Lo),0.859,0.558,0.0902,0.659,0.324,0.124,0.357,-0.1891812911513226,149098525.0
16234,Tove Lo,Talking Body,0.736,0.761,0.0338,0.0966,0.0,0.0823,0.114,-0.0196998708808402,712091866.0
16235,Tove Lo,No One Dies From Love,0.659,0.803,0.0558,0.0745,1.16e-06,0.251,0.339,0.0169575325076767,57630247.0
16236,Tove Lo,Grapefruit,0.722,0.687,0.0343,0.00134,0.000366,0.151,0.147,-0.5257475611208463,17585801.0
16237,Tove Lo,Cool Girl,0.674,0.694,0.109,0.313,7.17e-06,0.0752,0.203,-0.6274836696042632,439340384.0
16238,Zara Larsson,Words (feat. Zara Larsson),0.739,0.586,0.0472,0.0245,0.000252,0.308,0.444,0.116229561389471,197381531.0
16239,Zara Larsson,Lush Life,0.694,0.712,0.046,0.132,0.0,0.211,0.799,-0.7614890945144035,1953134739.0
16240,Zara Larsson,Symphony (feat. Zara Larsson),0.715,0.605,0.0428,0.239,1.41e-05,0.189,0.454,0.0801122302424057,2427662973.0
16241,Zara Larsson,Never Forget You,0.583,0.732,0.0457,0.00312,9.86e-06,0.269,0.276,0.857681239872127,1396760544.0
16242,Zara Larsson,Can't Tame Her,0.584,0.915,0.11,0.00686,0.000155,0.098,0.57,2.069130786477906,4243357.0
16243,Zara Larsson,Ain't My Fault,0.576,0.782,0.0296,0.00778,0.0,0.285,0.355,0.6943431413481549,818475961.0
16244,Zara Larsson,Ruin My Life,0.608,0.71,0.0636,0.43,0.0,0.0903,0.613,0.1486001413614673,590427326.0
16245,Zara Larsson,I Can't Fall in Love Without You,0.485,0.332,0.0338,0.784,0.000122,0.146,0.273,0.3453214553101567,289721197.0
16246,Zara Larsson,WOW (feat. Sabrina Carpenter) - Remix,0.702,0.744,0.0861,0.469,0.0,0.0915,0.305,-1.454705570932427,98001880.0
16247,Zara Larsson,Uncover,0.556,0.529,0.025,0.4,0.0,0.268,0.308,-1.0361158292924646,607117665.0
16248,Piso 21,Los Cachos,0.774,0.73,0.134,0.108,0.0,0.194,0.421,-0.9659401924188672,206134301.0
16249,Piso 21,Te Vi,0.877,0.777,0.117,0.0446,3.46e-05,0.0863,0.706,-0.6265722976968138,1102489365.0
16250,Piso 21,Déjala Que Vuelva (feat. Manuel Turizo),0.681,0.788,0.0785,0.0482,0.0,0.0753,0.839,1.6687009739567482,2475803130.0
16251,Piso 21,Felices Perdidos,0.804,0.793,0.0777,0.133,0.0,0.136,0.454,-1.2346936415711436,30846355.0
16252,Piso 21,Te Amo,0.849,0.724,0.0665,0.0204,5.98e-06,0.235,0.63,-0.7620966757860365,1187350193.0
16253,Piso 21,Puntos Suspensivos,0.823,0.731,0.103,0.175,0.0,0.131,0.952,1.0612884748993232,820856282.0
16254,Piso 21,Pa' Olvidarme De Ella,0.728,0.542,0.0514,0.259,0.0,0.136,0.637,-1.031761496845762,919429474.0
16255,Piso 21,Tan Bonita,0.82,0.804,0.0528,0.175,0.00215,0.064,0.844,-0.3240643334538216,224108692.0
16256,Piso 21,Me llamas (feat. Maluma) - Remix,0.76,0.838,0.0529,0.547,1.3e-06,0.0664,0.745,-0.9293502980605316,1273653804.0
16257,Piso 21,Que Triste,0.724,0.588,0.131,0.508,0.0,0.342,0.577,0.8234204070550513,34900379.0
16258,AURORA,Runaway,0.459,0.276,0.036,0.63,9.5e-05,0.104,0.128,-0.2164886938597114,1145644880.0
16259,AURORA,Into the Unknown,0.323,0.405,0.0413,0.849,0.000544,0.138,0.274,0.8277072304715725,322265425.0
16260,AURORA,Cure For Me,0.726,0.738,0.0602,0.102,2.17e-05,0.0882,0.414,-0.15792461017732,153883193.0
16261,AURORA,Butterflies (feat. AURORA),0.326,0.157,0.0415,0.971,0.138,0.191,0.3,1.962095219125248,1550676.0
16263,AURORA,Stjernestøv,0.38,0.346,0.0557,0.122,0.00126,0.0932,0.0754,-1.6264147891988967,14567784.0
16264,AURORA,Everything Matters,0.552,0.323,0.0441,0.67,5.02e-05,0.0688,0.353,1.3432399394520698,23197224.0
16265,AURORA,The Seed,0.307,0.389,0.0318,0.0104,0.0754,0.15,0.0941,0.3997337336363908,45075114.0
16268,Joey Badass,Love Is Only a Feeling,0.629,0.676,0.191,0.53,0.000325,0.701,0.497,-1.0195761168980142,291222178.0
16269,Joey Badass,Show Me,0.599,0.646,0.337,0.222,4.36e-06,0.128,0.638,1.8757511695231963,18767583.0
16270,Joey Badass,Righteous Minds,0.809,0.638,0.28,0.262,0.0,0.453,0.608,-0.8671407267483429,53560191.0
16271,Joey Badass,TEMPTATION,0.775,0.707,0.152,0.397,0.0,0.874,0.78,-0.5266926875433866,176634413.0
16272,Joey Badass,DEVASTATED,0.812,0.628,0.0682,0.0634,0.0,0.254,0.485,0.0817324469667601,350199578.0
16273,Joey Badass,Survival Tactics,0.53,0.843,0.39,0.428,0.0,0.164,0.919,2.6788723470765903,99035746.0
16274,Joey Badass,"327 (feat. Tyler, The Creator & Billie Essco)",0.42,0.701,0.339,0.832,0.0,0.103,0.671,-1.3794330022801318,52856931.0
16275,Joey Badass,Paper Trail$,0.548,0.829,0.285,0.339,0.0,0.537,0.452,-0.9101102244588236,128120724.0
16276,Joey Badass,THE REV3NGE,0.665,0.846,0.0686,0.0205,0.0,0.157,0.44,0.3498108058172222,23122883.0
16277,Joey Badass,The Highs & The Lows,0.539,0.714,0.455,0.288,0.0,0.174,0.458,-1.3121602537043355,23011340.0
16278,Ray Dalton,Call It Love,0.616,0.841,0.076,0.0559,0.00217,0.417,0.714,-0.3562323863352735,65718330.0
16279,Ray Dalton,Manila,0.678,0.735,0.0617,0.234,0.0,0.423,0.71,0.9960409972289704,74783620.0
16280,Ray Dalton,In My Bones,0.636,0.699,0.0396,0.302,0.0,0.263,0.709,-0.7973026350256524,94292613.0
16281,Ray Dalton,Better Days,0.71,0.72,0.0933,0.105,0.0,0.271,0.548,-1.1022746788702666,6290064.0
16282,Ray Dalton,The Best Is Yet To Come,0.632,0.782,0.034,0.175,0.0,0.0553,0.661,-1.0304113162421338,5054194.0
16283,Ray Dalton,Call It Love - Klingande Remix,0.671,0.687,0.0502,0.0111,0.0193,0.504,0.623,0.047572877694956,7189273.0
16284,Ray Dalton,Melody,0.753,0.726,0.0619,0.184,0.0,0.0753,0.383,0.1909283032852246,7547889.0
16285,Ray Dalton,Good Times Hard Times,0.677,0.686,0.0515,0.148,1.22e-06,0.122,0.498,-0.3600128920254334,9571231.0
16286,Ray Dalton,Call It Love - LOVRA Remix,0.656,0.954,0.0395,0.00113,0.257,0.201,0.337,0.1839411186614462,412090.0
16287,Ray Dalton,If You Fall,0.693,0.808,0.0492,0.0996,4.79e-06,0.148,0.487,0.1820171113012754,35394641.0
16288,Galantis,Heartbreak Anthem (with David Guetta & Little Mix),0.595,0.784,0.102,0.216,0.0,0.0608,0.479,0.1190986951721821,428003878.0
16289,Galantis,Runaway (U & I),0.506,0.805,0.0469,0.00711,0.00193,0.0856,0.383,0.1831310102992691,1147597939.0
16290,Galantis,Run (with Galantis),0.596,0.88,0.0396,0.0391,0.0,0.0757,0.562,0.1169721607214669,69950913.0
16291,Galantis,Damn (You’ve Got Me Saying),0.665,0.843,0.0354,0.0654,0.0,0.268,0.845,0.0488217947533122,11622233.0
16292,Galantis,No Money,0.674,0.915,0.0411,0.0282,0.00337,0.273,0.78,0.1841436457519905,1413673098.0
16293,Galantis,Dandelion,0.8,0.66,0.158,0.158,0.02,0.14,0.634,-0.0897742442091653,105607999.0
16294,Galantis,Believe (feat. Goodboys) [Galantis Remix],0.709,0.831,0.0397,0.0735,1.75e-06,0.14,0.565,0.1152844349669312,1623572.0
16295,Galantis,Hooked (Hot Stuff),0.675,0.87,0.0965,0.00281,1.65e-05,0.171,0.785,-0.0188560080035721,5487195.0
16296,Galantis,Peanut Butter Jelly,0.708,0.945,0.234,0.00104,0.0803,0.227,0.545,0.2490198237563456,417327368.0
16297,Galantis,My Universe - Galantis Remix,0.596,0.915,0.0682,0.0949,1.7e-06,0.12,0.629,-0.0188560080035721,26945968.0
16298,Denzel Curry,GOATED. (feat. Denzel Curry),0.946,0.483,0.148,0.0117,3.49e-06,0.328,0.429,0.0829813640251163,7398085.0
16299,Denzel Curry,Walkin,0.557,0.654,0.196,0.134,0.0,0.291,0.386,0.5198322983291562,62957422.0
16300,Denzel Curry,X-Wing,0.787,0.675,0.136,0.109,0.0,0.695,0.424,-0.0200711705468379,16718600.0
16301,Denzel Curry,Ultimate,0.493,0.826,0.311,0.095,3.42e-06,0.252,0.75,-0.2605045815380044,203242328.0
16302,Denzel Curry,Dynasties & Dystopia (from the series Arcane League of Legends),0.703,0.834,0.0603,0.0139,0.0,0.1,0.863,1.1269747612658554,79395778.0
16303,Denzel Curry,CLOUT COBAIN | CLOUT CO13A1N,0.794,0.448,0.0539,0.591,0.0,0.109,0.588,-0.0178096180357597,194177619.0
16304,Denzel Curry,RICKY,0.776,0.562,0.363,0.0399,0.0,0.138,0.521,1.6353177585320304,145218734.0
16305,Denzel Curry,Sanjuro,0.732,0.656,0.0886,0.121,1.91e-05,0.295,0.169,0.24874978763562,11063085.0
16306,Denzel Curry,Bruuuh (with Denzel Curry) - Remix,0.813,0.621,0.209,0.0144,4.03e-05,0.0793,0.377,-0.2862930310673109,45333403.0
16307,Denzel Curry,Tally (with Denzel Curry),0.714,0.869,0.0862,0.0414,0.0,0.748,0.614,0.0493281124796729,1061609.0
16308,Eyedress,Jealous,0.474,0.921,0.0457,0.00491,0.85,0.476,0.696,-0.93070047866416,439108550.0
16309,Eyedress,Romantic Lover,0.658,0.447,0.0869,0.701,0.924,0.198,0.538,2.1512892762087072,177547148.0
16310,Eyedress,Something About You,0.648,0.781,0.0271,0.0332,0.013,0.305,0.822,0.4332182126063802,181140556.0
16311,Eyedress,Cocaine Sunday,0.544,0.765,0.0259,0.00818,0.821,0.15,0.429,1.1251520174509566,40538954.0
16312,Eyedress,On Fye,0.484,0.804,0.0286,0.0111,0.116,0.268,0.802,-0.9504468699922288,21994842.0
16313,Eyedress,Body Dysmorphia,0.495,0.662,0.0391,0.0493,0.909,0.119,0.966,1.506341756370407,8715931.0
16314,Eyedress,Kiss Me Like It's the First Time,0.636,0.593,0.0364,0.0755,0.859,0.0454,0.223,-0.2557114403951225,12988353.0
16315,Eyedress,Can I See You Tonight?,0.444,0.615,0.0508,0.237,0.898,0.115,0.613,2.609135518899172,12454048.0
16316,Eyedress,Let's Skip to the Wedding,0.454,0.966,0.0441,0.0213,0.034,0.058,0.643,0.9325487543433344,10351711.0
16317,Eyedress,Anything for You,0.531,0.495,0.0247,0.241,0.346,0.135,0.762,-1.0308163704232225,3071596.0
16318,Ángela Aguilar,Qué Agonía,0.732,0.573,0.0237,0.56,9.34e-06,0.0543,0.882,-0.7790751968766663,248655203.0
16319,Ángela Aguilar,Dime Cómo Quieres,0.839,0.667,0.031,0.322,0.0,0.244,0.878,0.1453597079127584,805949367.0
16320,Ángela Aguilar,Tu Sangre en Mi Cuerpo,0.634,0.44,0.0277,0.322,0.0,0.311,0.59,0.1846162089632609,295305915.0
16321,Ángela Aguilar,Ella Qué Te Dio,0.535,0.325,0.0297,0.749,0.0,0.106,0.424,0.0368389418961085,52170098.0
16322,Ángela Aguilar,La Llorona,0.808,0.253,0.0332,0.847,4.24e-05,0.229,0.274,0.0775131325804206,263408041.0
16323,Ángela Aguilar,Ahí Donde Me Ven,0.652,0.521,0.0328,0.4,0.0,0.109,0.4,-0.0204762247279265,76741915.0
16324,Ángela Aguilar,Fruta Prohibida,0.796,0.385,0.0285,0.319,0.0,0.0683,0.909,-0.5191991851932479,63835280.0
16325,Ángela Aguilar,Lo Busqué,0.631,0.393,0.0265,0.794,0.0,0.358,0.391,0.391565140984437,56197522.0
16326,Ángela Aguilar,En Realidad,0.592,0.743,0.0292,0.429,3.03e-06,0.0956,0.763,0.2478721702432615,112000050.0
16327,Ángela Aguilar,Nada Más Decídete,0.889,0.672,0.035,0.21,1.63e-06,0.142,0.978,0.1478912965445622,2183936.0
16338,Thomas Rhett,Die A Happy Man,0.595,0.389,0.0349,0.418,1.39e-06,0.116,0.4,1.5347968125918796,786222259.0
16339,Thomas Rhett,Look What God Gave Her,0.739,0.85,0.0308,0.0272,0.0,0.181,0.883,-0.2559477220007577,251451147.0
16340,Thomas Rhett,Marry Me,0.333,0.412,0.029,0.0977,0.0,0.113,0.474,-1.200129018118251,562374981.0
16341,Thomas Rhett,What’s Your Country Song,0.359,0.706,0.0309,0.000602,0.0,0.285,0.479,1.8057443052250528,107998492.0
16342,Thomas Rhett,Half Of Me,0.575,0.842,0.0348,0.00683,0.0,0.279,0.665,-0.2898710096669266,26086440.0
16343,Thomas Rhett,Unforgettable,0.661,0.75,0.0314,0.0303,0.000132,0.0849,0.828,0.3204781322033904,316313748.0
16344,Thomas Rhett,Beer Can’t Fix,0.711,0.774,0.0308,0.0317,0.0,0.124,0.939,-0.322916679940737,180536669.0
16345,Thomas Rhett,Crash and Burn,0.69,0.781,0.0305,0.0873,2.28e-06,0.164,0.841,0.3185541248432201,240113443.0
16346,Thomas Rhett,Make Me Wanna,0.545,0.818,0.0541,0.0369,0.0,0.101,0.679,-0.3903244465768958,164145579.0
16347,Thomas Rhett,Sixteen,0.705,0.531,0.0281,0.0135,2.11e-06,0.165,0.425,-0.458036003848871,158083221.0
16348,G Herbo,PTSD,0.883,0.808,0.182,0.0313,0.0,0.207,0.806,-0.0530830863055575,332075832.0
16349,G Herbo,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",0.748,0.713,0.355,0.00496,0.0,0.245,0.482,-1.5186703770293333,334827657.0
16350,G Herbo,Shordie (with Gunna),0.768,0.695,0.179,0.0301,0.0,0.235,0.41,-1.5046284987515952,10224256.0
16351,G Herbo,PURE (feat. G Herbo),0.596,0.688,0.144,0.0585,0.0,0.129,0.0899,1.047415369197039,1309633.0
16352,G Herbo,idk that bitch (feat. G Herbo),0.867,0.647,0.583,0.04,0.0,0.131,0.56,-1.4552118886587877,35737855.0
16353,G Herbo,Plenty,0.777,0.564,0.22,0.0347,0.0,0.136,0.152,-1.5208306659951387,5305578.0
16354,G Herbo,Cry No More,0.74,0.611,0.155,0.227,0.0,0.0991,0.534,0.3160900452415975,40242476.0
16355,G Herbo,Ghetto Superstar (feat. G Herbo & Doe Boy),0.704,0.62,0.362,0.0686,0.0,0.144,0.383,1.2323901118941594,14087998.0
16356,G Herbo,Write Your Name,0.771,0.824,0.184,0.126,0.0,0.106,0.31,-0.1550217218795186,15127031.0
16357,G Herbo,Onna Come Up (feat. G Herbo) [Remix],0.679,0.794,0.296,0.339,1.65e-05,0.113,0.698,0.9952308888667932,75858300.0
16358,Nardo Wick,Dah Dah DahDah,0.66,0.373,0.595,0.149,0.0,0.106,0.35,1.5975802106606107,86398733.0
16359,Nardo Wick,Pop Out (feat. Nardo Wick),0.474,0.576,0.257,0.00248,0.000309,0.174,0.285,1.2612164677816309,38873837.0
16360,Nardo Wick,Me or Sum (feat. Future & Lil Baby),0.534,0.573,0.414,0.00926,0.0,0.136,0.373,1.341754740788078,165914579.0
16361,Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",0.748,0.713,0.355,0.00496,0.0,0.245,0.482,-1.5186703770293333,334827657.0
16362,Nardo Wick,G Nikes (feat. Polo G),0.808,0.644,0.329,0.0716,0.0,0.085,0.512,1.030031793925321,22628438.0
16363,Nardo Wick,Wicked Freestyle,0.661,0.511,0.304,0.00277,0.0,0.608,0.4,0.9607675289591722,31677817.0
16364,Nardo Wick,GOODFELLAS (feat. Nardo Wick),0.693,0.711,0.193,0.0106,0.0,0.241,0.191,-1.350606646392661,1976509.0
16365,Nardo Wick,Wicked Witch,0.68,0.638,0.325,0.00257,0.00196,0.122,0.322,0.994083235353708,48462858.0
16366,Nardo Wick,Demon Mode,0.586,0.447,0.483,0.604,0.206,0.108,0.143,1.4699206345875244,14875869.0
16367,Nardo Wick,Burning Up (feat. The Kid LAROI),0.603,0.683,0.162,0.0294,0.0,0.298,0.366,-1.2709797452936626,17330011.0
16369,Lenin Ramírez,Se Acabo (En Vivo),0.593,0.364,0.175,0.515,0.0,0.348,0.652,-1.264093824215157,158275149.0
16370,Lenin Ramírez,En Tu Perra Vida,0.546,0.438,0.0669,0.353,0.0,0.261,0.568,-0.285111623039136,358624595.0
16371,Lenin Ramírez,Yo Ya No Vuelvo Contigo - En Vivo,0.643,0.35,0.0783,0.784,0.0,0.102,0.541,-0.080457998044128,901039592.0
16372,Lenin Ramírez,Recordando a Manuel,0.739,0.744,0.0376,0.427,2.23e-05,0.317,0.97,-0.01686449161322,504513548.0
16373,Lenin Ramírez,Rolling One,0.768,0.773,0.0325,0.619,2.1e-06,0.213,0.804,-0.4404161469715179,105365932.0
16374,Lenin Ramírez,Joaquín,0.553,0.581,0.0887,0.576,0.0,0.147,0.925,-0.3516080177678454,19302610.0
16375,Lenin Ramírez,Otro Perdedor,0.507,0.349,0.0325,0.302,0.0,0.208,0.461,0.0953017620332277,14765148.0
16376,Lenin Ramírez,El Famoso Chino Antrax,0.768,0.551,0.126,0.532,0.0,0.0456,0.969,-0.0408977063578095,23342532.0
16377,Lenin Ramírez,Soy Mencho,0.688,0.766,0.0372,0.467,0.000237,0.119,0.978,1.1642397459260057,53421910.0
16378,Novo Amor,Anchor,0.457,0.407,0.0308,0.805,0.884,0.126,0.126,-0.1191406723380879,266937692.0
16379,Novo Amor,State Lines,0.509,0.31,0.0313,0.959,0.229,0.0963,0.151,0.5701602803294126,146308063.0
16380,Novo Amor,Ontario,0.409,0.223,0.0296,0.947,0.0123,0.0635,0.173,-1.036453374443372,61583546.0
16381,Novo Amor,Repeat Until Death,0.233,0.15,0.0336,0.982,0.36,0.154,0.0875,0.7866279856061713,81273541.0
16382,Novo Amor,Keep Me,0.567,0.131,0.029,0.888,0.0553,0.158,0.0657,-0.5332748179860759,28369522.0
16383,Novo Amor,Haven (from Life Is Strange),0.556,0.261,0.0289,0.797,0.016,0.0893,0.219,-0.3288237200816126,35347121.0
16384,Novo Amor,Carry You,0.334,0.397,0.0284,0.558,0.0774,0.126,0.035,-0.9160172645996992,123664954.0
16385,Novo Amor,Euphor,0.296,0.284,0.033,0.968,0.189,0.0961,0.0917,-0.1956621580487398,47394353.0
16386,Novo Amor,Halloween,0.649,0.467,0.0304,0.874,1.68e-05,0.114,0.353,-0.473698098850963,16215769.0
16387,Novo Amor,Decimal,0.577,0.434,0.0303,0.887,0.215,0.0822,0.321,-1.3868252410849984,23935745.0
16388,Maes,Fetty Wap,0.919,0.621,0.274,0.282,0.0,0.0839,0.555,0.3219295763522914,43956527.0
16389,Maes,Galactic,0.79,0.687,0.0685,0.315,0.00107,0.348,0.862,0.8596390017473892,14725777.0
16390,Maes,Passat,0.665,0.54,0.129,0.749,0.0,0.109,0.437,0.6546815861165647,39719858.0
16391,Maes,Distant,0.786,0.732,0.176,0.545,0.0,0.0643,0.447,-0.5249374527586691,181295351.0
16392,Maes,Dybala,0.729,0.721,0.0761,0.256,0.0,0.111,0.537,0.3956494373104139,153463848.0
16393,Maes,Mardi gras,0.813,0.571,0.0564,0.603,0.0,0.121,0.584,-0.3587302204519864,24768892.0
16394,Maes,Blanche,0.776,0.713,0.143,0.525,0.0,0.306,0.551,0.2499311956637949,185437546.0
16395,Maes,Selfie,0.715,0.776,0.291,0.646,0.0,0.143,0.559,1.0924101378129627,17153703.0
16396,Maes,Billets verts,0.664,0.573,0.0825,0.658,3.35e-06,0.129,0.39,1.1294388408674778,155548153.0
16397,Maes,Blue Magic,0.767,0.523,0.199,0.37,0.0,0.106,0.576,0.1849199995990774,22942377.0
16398,Ezhel,Nerdesin,0.816,0.696,0.153,0.201,0.000643,0.13,0.81,-0.6946214001196959,144225834.0
